,Time,Title,Link
17,2023-03-16 12:55:00.000000,Godawari Power and Ispat shares rise on plans of potential buyback,https://www.moneycontrol.com/news/business/markets/godawari-power-and-ispat-shares-rise-on-plans-of-potential-buyback-10259331.html
18,2023-03-16 12:52:00.000000,"JP Morgan stays ‘overweight’ on RIL, expects 32% upside; sees attractive entry opportunity for long-term investors",https://www.moneycontrol.com/news/business/stocks/jp-morgan-stays-overweight-on-ril-expects-32-upside-sees-attractive-entry-opportunity-for-long-term-investors-10259041.html
19,2023-03-16 12:12:00.000000,India sees steepest m-cap drop among world's top markets in March quarter,https://www.moneycontrol.com/news/business/earnings/india-sees-steepest-m-cap-drop-among-worlds-top-markets-in-march-quarter-10259071.html
20,2023-03-16 12:10:00.000000,"Jefferies predicts 13% stock drop for Indigo, assigns ‘underperform’ rating",https://www.moneycontrol.com/news/business/earnings/jefferies-predicts-13-stock-drop-for-indigo-assigns-underperform-rating-10258341.html
21,2023-03-16 12:03:00.000000,Patel Engineering gains on bagging two micro irrigation projects,https://www.moneycontrol.com/news/business/markets/patel-engineering-gains-on-bagging-two-micro-irrigation-projects-10259081.html
22,2023-03-16 12:36:00.000000,"DLF shares zoom as realtor clocks in Rs 8,000 cr in pre-sales for Gurgaon luxury project",https://www.moneycontrol.com/news/business/markets/dlf-shares-zoom-as-realtor-clocks-in-rs-8000-cr-in-pre-sales-for-gurgaon-luxury-project-10258781.html
23,2023-03-16 11:45:00.000000,"Shriram Finance eyes 15% stake sale in housing finance arm, stock gains",https://www.moneycontrol.com/news/business/stocks/shriram-finance-eyes-15-stake-sale-in-housing-finance-arm-stock-gains-10257701.html
24,2023-03-16 11:40:00.000000,Titan share price on track for 3-day gain; JPMorgan keeps ‘overweight’ stance,https://www.moneycontrol.com/news/business/markets/titan-share-price-on-track-for-3-day-gain-jpmorgan-keeps-overweight-stance-10258311.html
25,2023-03-16 05:54:00.000000,Glenmark gets FDA nod for Investigational New Drug application to proceed with phase 1/2 study on solid tumours,https://www.moneycontrol.com/news/business/companies/glenmark-gets-us-fda-nod-for-new-drug-application-to-proceed-with-phase-12-study-on-solid-tumours-10261431.html
26,2023-03-16 02:39:00.000000,"Patanjali to bring another FPO for Patanjali Foods; to start process from April, says Baba Ramdev",https://www.moneycontrol.com/news/business/patanjali-to-bring-another-fpo-for-patanjali-foods-to-start-process-from-april-says-baba-ramdev-10260471.html
27,2023-03-16 02:05:00.000000,Industries stocking up on coal before the summer crunch,https://www.moneycontrol.com/news/business/industries-stocking-up-on-coal-before-the-summer-crunch-10260081.html
28,2023-03-16 01:57:00.000000,"Cyril Shroff sees more fees, deals after foreign law firms’ entry",https://www.moneycontrol.com/news/business/cyril-shroff-sees-more-fees-deals-after-foreign-law-firms-entry-10259961.html
29,2023-03-16 01:44:00.000000,Vedanta appoints Omar Davis as its President-Strategy,https://www.moneycontrol.com/news/business/vedanta-appoints-omar-davis-as-its-president-strategy-10259721.html
30,2023-03-16 02:48:00.000000,What the freeze on Patanjali Foods’ promoter stake means for investors,https://www.moneycontrol.com/news/opinion/what-the-freeze-on-patanjali-foods-promoter-stake-means-for-investors-10259441.html
31,2023-03-16 12:36:00.000000,NTPC commissions green coal plant in Varanasi,https://www.moneycontrol.com/news/business/ntpc-commissions-green-coal-plant-in-varanasi-10259481.html
32,2023-03-16 10:06:00.000000,Cipla’s US home run faces regulatory hurdles,https://www.moneycontrol.com/news/opinion/ciplas-us-home-run-faces-regulatory-hurdles-10257921.html
33,2023-03-16 08:38:00.000000,"Apple supplier Foxconn wins AirPod order, plans $200 million factory in India: Report",https://www.moneycontrol.com/news/business/apple-supplier-foxconn-wins-airpod-order-plans-200-million-factory-in-india-report-10257621.html
34,2023-03-16 08:46:00.000000,"Sebi action against promoters group will not affect business, says Patanjali",https://www.moneycontrol.com/news/business/companies/patanjali-issues-clarification-on-action-against-promoters-group-10257531.html
35,2023-03-16 07:17:00.000000,Investcorp joins Global Funds in betting on Indian warehouses,https://www.moneycontrol.com/news/business/investcorp-joins-global-funds-in-betting-on-indian-warehouses-10257251.html
36,2023-03-15 09:24:00.000000,"T-Mobile acquires Mint, partially owned by Ryan Reynolds",https://www.moneycontrol.com/news/business/companies/t-mobile-acquires-mint-partially-owned-by-ryan-reynolds-10256301.html
37,2023-03-15 08:21:00.000000,Future Retail executive chairman Kishore Biyani withdraws resignation,https://www.moneycontrol.com/news/business/companies/future-retail-executive-chairman-kishore-biyani-withdraws-resignation-10255911.html
38,2023-03-15 05:32:00.000000,Honeywell’s new CEO needs to pick a lane,https://www.moneycontrol.com/news/opinion/honeywells-new-ceo-vimal-kapur-needs-to-pick-a-lane-10255371.html
39,2023-03-15 05:07:00.000000,"Puma India views India as a key market, given its outstanding 46% revenue growth in FY22",https://www.moneycontrol.com/news/business/companies/puma-india-views-india-as-a-key-market-given-its-outstanding-46-revenue-growth-in-fy22-10254411.html
40,2023-03-15 01:53:00.000000,Vedanta repays $100 million to Standard Chartered Bank,https://www.moneycontrol.com/news/business/vedanta-repays-100-million-to-standard-chartered-bank-10253911.html
41,2023-03-15 01:34:00.000000,HealthPlix Technologies raises Rs 181 crore in latest funding round,https://www.moneycontrol.com/news/business/healthplix-technologies-raises-rs-181-crore-in-latest-funding-round-10253821.html
42,2023-03-15 01:29:00.000000,"Urban Ladder plans to double retail stores by March 2024, to expand retail presence in 32 cities",https://www.moneycontrol.com/news/business/urban-ladder-plans-to-double-retail-stores-by-march-2024-to-expand-retail-presence-in-32-cities-10253801.html
43,2023-03-15 12:35:00.000000,EKI Energy Services to provide consultancy service for carbon credit development to Kochi Metro Rail,https://www.moneycontrol.com/news/business/eki-energy-services-to-provide-consultancy-service-for-carbon-credit-development-to-kochi-metro-rail-10253351.html
44,2023-03-15 12:41:00.000000,"Max Financial Services promoter stake sale hits a roadblock, say sources",https://www.moneycontrol.com/news/business/companies/max-financial-services-promoter-stake-sale-hits-a-roadblock-say-sources-10253331.html
45,2023-03-15 12:13:00.000000,Suzuki Motorcycle ties up with Standard Chartered Bank,https://www.moneycontrol.com/news/business/suzuki-motorcycle-ties-up-with-standard-chartered-bank-10253001.html
46,2023-03-15 05:34:00.000000,Is the parliamentary panel right on airline pricing?,https://www.moneycontrol.com/news/opinion/is-the-parliamentary-panel-right-on-airline-pricing-10250641.html
47,2023-03-15 11:44:00.000000,Credit Suisse veteran Neelkanth Mishra set to join Axis Bank,https://www.moneycontrol.com/news/business/companies/credit-suisses-neelkanth-mishra-to-join-axis-bank-report-10252551.html
48,2023-03-15 11:06:00.000000,"Influencer marketing platform One Impression raises $10 million from Krafton, others",https://www.moneycontrol.com/news/business/influencer-marketing-platform-one-impression-raises-10-million-from-krafton-others-10252421.html
49,2023-03-15 10:25:00.000000,I Squared weighs stake sale in India’s Think Gas,https://www.moneycontrol.com/news/business/i-squared-weighs-stake-sale-in-indias-think-gas-10252071.html
50,2023-03-16 08:20:00.000000,Electric vehicle charging stations susceptible to cyber attacks: Nitin Gadkari,https://economictimes.indiatimes.com/industry/renewables/electric-vehicle-charging-stations-susceptible-to-cyber-attacks-nitin-gadkari/articleshow/98705150.cms
51,2023-03-16 07:15:00.000000,"Anil Agarwal, Foxconn's man in India, is battling company debt",https://economictimes.indiatimes.com/industry/indl-goods/svs/metals-mining/anil-agarwal-foxconns-man-in-india-is-battling-company-debt/articleshow/98703371.cms
52,2023-03-16 07:05:00.000000,Delhi airport adjudged best airport in South Asia: Skytrax,https://economictimes.indiatimes.com/industry/transportation/airlines-/-aviation/delhi-airport-adjudged-best-airport-in-south-asia-skytrax/articleshow/98702949.cms
53,2023-03-16 06:27:00.000000,"Indian universities eyeing African and Gulf nations, Thailand, Vietnam to set up offshore campuses: UGC chairman M Jagadesh Kumar",https://economictimes.indiatimes.com/industry/services/education/indian-universities-eyeing-african-and-gulf-nations-thailand-vietnam-to-set-up-offshore-campuses-ugc-chairman-m-jagadesh-kumar/articleshow/98698893.cms
54,2023-03-16 06:24:00.000000,Glenmark gets USFDA nod to begin trials for potential cancer drug,https://economictimes.indiatimes.com/industry/healthcare/biotech/pharmaceuticals/glenmark-gets-usfda-nod-to-begin-trials-for-potential-cancer-drug/articleshow/98701206.cms
55,2023-03-16 06:07:00.000000,"200-kilometre Ring Road mooted for Kolkata, likely cost at Rs 4,000 crore",https://economictimes.indiatimes.com/industry/transportation/roadways/200-kilometre-ring-road-mooted-for-kolkata-likely-cost-at-rs-4000-crore/articleshow/98700483.cms
56,2023-03-16 05:48:00.000000,Malaysia's Petronas offers $460 million for stake in India's NTPC's green arm: Sources,https://economictimes.indiatimes.com/industry/renewables/malaysias-petronas-offers-460-million-for-stake-in-indias-ntpcs-green-arm-sources/articleshow/98699080.cms
57,2023-03-16 05:33:00.000000,Sumitomo Wiring Systems sells 3.4 pc stake in Samvardhana Motherson International,https://economictimes.indiatimes.com/industry/auto/auto-news/sumitomo-wiring-systems-sells-3-4-pc-stake-in-samvardhana-motherson-international/articleshow/98698843.cms
58,2023-03-16 05:26:00.000000,BSNL’s rural broadband pilot to be extended to 5 lakh homes amid strong demand,https://economictimes.indiatimes.com/industry/telecom/telecom-news/bsnls-rural-broadband-pilot-to-be-extended-to-5-lakh-homes-amid-strong-demand/articleshow/98698597.cms
59,2023-03-16 04:23:00.000000,Dr Reddy's sells cosmetic derma brands to Eris for Rs 275 crore,https://economictimes.indiatimes.com/industry/healthcare/biotech/pharmaceuticals/dr-reddys-sells-cosmetic-derma-brands-to-eris-for-rs-275-crore/articleshow/98695727.cms
60,2023-03-16 03:45:00.000000,"Truecaller opens its first exclusive India office in Bengaluru, can host 250 staff",https://economictimes.indiatimes.com/industry/telecom/telecom-news/truecaller-opens-its-first-exclusive-india-office-in-bengaluru-can-host-250-staff/articleshow/98693847.cms
61,2023-03-16 03:09:00.000000,Fuel sales drop after February fireworks,https://economictimes.indiatimes.com/industry/energy/oil-gas/fuel-sales-drop-after-february-fireworks/articleshow/98692599.cms
62,2023-03-16 02:48:00.000000,India has responsibility to safeguard interests of overseas investors: Chinese embassy,https://economictimes.indiatimes.com/industry/cons-products/electronics/india-has-responsibility-to-safeguard-interests-of-overseas-investors-chinese-embassy/articleshow/98691995.cms
63,2023-03-16 02:18:00.000000,Vedanta appoints Omar Davis as its President-Strategy,https://economictimes.indiatimes.com/industry/indl-goods/svs/metals-mining/vedanta-appoints-omar-davis-as-its-president-strategy/articleshow/98691015.cms
64,2023-03-16 20:37:53.572497,Gopinathan steps down as TCS CEO; Krithivasan new chief,https://economictimes.indiatimes.com/markets/stocks/news/rajesh-gopinathan-steps-down-as-tcs-ceo-krithivasan-appointed-new-chief/articleshow/98705615.cms
65,2023-03-16 20:37:53.572497,Relief for Adani: 3 Group stocks to move out of lens Friday,https://economictimes.indiatimes.com/markets/stocks/news/relief-for-adani-3-group-stocks-to-move-out-of-short-term-surveillance-friday/articleshow/98703718.cms
66,2023-03-16 20:37:53.572497,Adani moment for CS? Bank crash sets Twitter trolling,https://economictimes.indiatimes.com/markets/stocks/news/adani-moment-for-credit-suisse-swiss-banks-collapse-triggers-twitter-trolling/articleshow/98688606.cms
67,2023-03-16 20:37:53.572497,Stock Screener: Paytm among 10 stocks that can rally more than 50%,https://economictimes.indiatimes.com/markets/stocks/news/etmarkets-stock-screener-paytm-among-10-stocks-that-can-rally-over-50/ashoka-buildcon-cmp-rs-76/slideshow/98704885.cms
68,2023-03-16 20:37:53.572497,Nifty forms Doji candle on weekly expiry day. What's next,https://economictimes.indiatimes.com/markets/stocks/news/tech-view-nifty-forms-doji-candle-on-weekly-expiry-day-what-should-traders-do-on-friday/articleshow/98698930.cms
69,2023-03-16 20:37:53.572497,​What should be ideal investment strategy in this uncertain mkt ?,https://economictimes.indiatimes.com/markets/web-stories/what-should-be-your-ideal-investment-strategy-as-d-street-faces-high-uncertainty/slideshow/98694027.cms
70,2023-03-16 20:37:53.572497,Over 20 new mutual fund schemes lapped up 7 stocks in Feb. Own any?,https://economictimes.indiatimes.com/markets/web-stories/over-20-new-mf-schemes-lapped-up-these-7-stocks-in-february-do-you-own-any/slideshow/98694919.cms
71,2023-03-16 20:37:53.572497,Nilesh Shah on how CS & SVB routs will impact investors,https://economictimes.indiatimes.com/markets/expert-view/what-credit-suisse-svb-developments-mean-for-indian-investors-nilesh-shah-answers/articleshow/98693081.cms
72,2023-03-16 20:37:53.572497,RBI may let rupee weaken past 83/$ amid turmoil: Analysts,https://economictimes.indiatimes.com/markets/forex/rbi-may-let-rupee-weaken-past-83/dollar-amid-global-banking-turmoil-analysts/articleshow/98693693.cms
73,2023-03-16 20:37:53.572497,Devina Mehra on why sitting out this mkt turmoil is risky,https://economictimes.indiatimes.com/markets/expert-view/sitting-it-out-is-still-more-risky-than-being-in-the-market-devina-mehra/articleshow/98688983.cms
74,2023-03-16 20:37:53.572497,Gainers and Losers: DLF among stocks in focus today,https://economictimes.indiatimes.com/markets/web-stories/gainers-and-losers-dlf-samvardhana-motherson-among-stocks-in-limelight-on-thursday/slideshow/98696510.cms
75,2023-03-16 20:37:53.572497,How will Bima Sugam be unlike PB Fintech?,https://economictimes.indiatimes.com/markets/expert-view/what-is-bima-sugam-how-will-it-be-different-from-a-policybazaar-hari-radhakrishnan-explains/articleshow/98682647.cms
76,2023-03-16 20:37:53.572497,2 multibagger penny stocks to trade ex-split in 4 days,https://economictimes.indiatimes.com/markets/stocks/news/two-multibagger-penny-stocks-to-trade-ex-split-in-next-four-days/articleshow/98698080.cms
77,2023-03-16 20:37:53.572497,"Sensex snaps 5-day losing run, up 79 pts; Nifty near 17K",https://economictimes.indiatimes.com/markets/stocks/news/sensex-snaps-5-day-losing-streak-to-end-79-pts-higher-on-mixed-global-cues-nifty-near-17k/articleshow/98694482.cms
78,2023-03-16 20:37:53.572497,RIL shares near 52-week low. Sould you buy it now?,https://economictimes.indiatimes.com/markets/stocks/news/ril-shares-near-52-week-low-a-good-entry-opportunity-for-investors/articleshow/98691278.cms
79,2023-03-16 20:37:53.572497,These 10 stock picks by analysts can rally up to 50%,https://economictimes.indiatimes.com/markets/web-stories/most-desirable-these-10-stocks-picks-by-analysts-can-rally-up-to-50/slideshow/98694745.cms
80,2023-03-16 20:37:53.572497,Another FPO on cards for Patanjali Foods: Baba Ramdev,https://economictimes.indiatimes.com/markets/ipos/fpos/patanjali-to-bring-another-fpo-for-patanjali-foods-to-start-process-from-april-says-baba-ramdev/articleshow/98691812.cms
81,2023-03-16 20:37:53.777532,Glenmark Pharma get USFDA nod for human trial of cancer-treating drug,https://www.business-standard.com/article/companies/glenmark-pharma-get-usfda-nod-for-human-trial-of-cancer-treating-drug-123031601006_1.html
82,2023-03-16 20:37:53.793142,myTVS to set up centres in 3 Asia Pacific nations for overseas foray,https://www.business-standard.com/article/companies/mytvs-to-foray-into-overseas-market-soon-sets-sight-at-asia-pacific-123031600820_1.html
83,2023-03-16 20:37:53.793142,Malaysia's Petronas offers $460 mn for stake in NTPC's green arm: Report,https://www.business-standard.com/article/companies/malaysia-s-petronas-offers-460-mn-for-stake-in-ntpc-s-green-arm-report-123031600924_1.html
84,2023-03-16 20:37:53.793142,OYO rolls out accelerator programme for small first-generation hoteliers,https://www.business-standard.com/article/companies/oyo-rolls-out-accelerator-programme-for-small-first-generation-hoteliers-123031600793_1.html
85,2023-03-16 20:37:53.793142,OYO launches accelerator programme for first-generation hoteliers,https://www.business-standard.com/article/companies/ipo-bound-oyo-launches-accelerator-program-for-small-first-gen-hoteliers-123031600834_1.html
86,2023-03-16 20:37:53.793142,"Amid global tech churning, Salesforce announces expansion plans in India",https://www.business-standard.com/article/companies/amid-global-tech-churning-salesforce-announces-expansion-plans-in-india-123031600779_1.html
87,2023-03-16 20:37:53.793142,Vedanta Resources repays $250 mn in loans to Standard Chartered Bank,https://www.business-standard.com/article/companies/vedanta-resources-repays-250-mn-in-loans-to-standard-chartered-bank-123031600810_1.html
88,2023-03-16 20:37:53.793142,"Snapchat puts parents in control, introduces 'Content Controls' for kids",https://www.business-standard.com/article/companies/snapchat-puts-parents-in-control-introduces-content-controls-for-kids-123031600757_1.html
89,2023-03-16 20:37:53.793142,"Luxor aims to be Rs 1,000-cr company in 3-5 years, partners with Schneider",https://www.business-standard.com/article/companies/luxor-aims-to-be-rs-1-000-cr-company-in-3-5-years-partners-with-schneider-123031600819_1.html
90,2023-03-16 20:37:53.965087,"FMCG, select banks help Sensex, Nifty snap 5-day losing streak; Metals dip",https://www.business-standard.com/article/markets/stock-market-live-updates-nifty-sensex-fii-dii-crude-oil-inflation-rupee-federal-bank-123031600148_1.html
91,2023-03-16 20:37:53.980711,Bank stocks can slide more; stay away for now: Analysts,https://www.business-standard.com/article/markets/bank-stocks-can-slide-more-stay-away-for-now-analysts-123031600359_1.html
92,2023-03-16 20:37:53.980711,"Britannia, ITC, Radico: These FMCG stocks may act as hedge in current fall",https://www.business-standard.com/article/markets/vbl-itc-radico-selective-fmcg-stocks-act-may-as-hedge-in-current-fall-123031600407_1.html
93,2023-03-16 20:37:53.980711,Credit Suisse shares soar by 30% after Swiss central bank aid announced,https://www.business-standard.com/article/international/credit-suisse-shares-soar-by-30-after-swiss-central-bank-aid-announced-123031600647_1.html
94,2023-03-16 20:37:53.980711,Nifty 50 index heads for technical correction amid global turmoil,https://www.business-standard.com/article/markets/nifty-50-index-heads-for-technical-correction-amid-global-turmoil-123031600352_1.html
95,2023-03-16 20:37:53.980711,Credit Suisse more relevant to Indian banking sector than SVB: Jefferies,https://www.business-standard.com/article/finance/credit-suisse-more-relevant-to-indian-banking-sector-than-svb-jefferies-123031600437_1.html
96,2023-03-16 20:37:53.980711,Reliance market-cap falls below Rs 15 trillion; stock down 9% in six days,https://www.business-standard.com/article/markets/reliance-market-cap-falls-below-rs-15-trillion-stock-down-9-in-six-days-123031600267_1.html
97,2023-03-16 20:37:53.980711,Wipro hits 52-week low amid revenue growth worries; down 38% in one year,https://www.business-standard.com/article/markets/wipro-hits-52-week-low-amid-revenue-growth-concers-down-38-in-one-year-123031600450_1.html
98,2023-03-16 20:37:53.980711,Zee Entertainment up 8% on report that it will pay $10 mn to IndusInd Bank,https://www.business-standard.com/article/markets/zee-entertainment-up-8-on-report-that-it-will-pay-10-mn-to-indusind-bank-123031600613_1.html
99,2023-03-16 20:37:53.980711,Samvardhana Motherson tanks 9% after 5% equity change hands via block deals,https://www.business-standard.com/article/markets/samvardhana-motherson-slips-9-after-5-equity-change-hands-via-block-deals-123031600220_1.html
100,2023-03-16 20:37:53.980711,"OMCs in focus as crude oil hits 1-year low; BPCL, HPCL surge up to 5%",https://www.business-standard.com/article/markets/omcs-in-focus-as-crude-oil-fall-to-1-year-low-bpcl-hpcl-surge-up-to-5-123031600340_1.html
101,2023-03-16 20:37:53.980711,Patanjali Foods down 5% after stock exchanges freeze promoter shareholding,https://www.business-standard.com/article/markets/patanjali-foods-down-5-after-stock-exchanges-freeze-promoter-shareholding-123031600309_1.html
102,2023-03-16 20:37:53.980711,ICICI Pru soars 9% after appointment of Anup Bagchi as MD & CEO of company,https://www.business-standard.com/article/markets/icici-pru-soars-9-after-appointment-of-anup-bagchi-as-md-ceo-of-company-123031600384_1.html
103,2023-03-16 20:37:53.980711,"Credit Suisse default swaps 18x UBS Group AG, 9x Deutsche Bank",https://www.business-standard.com/article/international/credit-suisse-default-swaps-18x-ubs-group-ag-9x-deutsche-bank-123031501386_1.html
104,2023-03-16 20:37:53.980711,Analysis More steam left in NTPC stock; to be key beneficiary of rising power demand,https://www.business-standard.com/article/companies/more-steam-left-in-ntpc-stock-to-be-key-beneficiary-of-rising-power-demand-123031501115_1.html
105,2023-03-16 20:37:53.980711,ITC's diversification into non-cigarette biz shows critical mass in profits,https://www.business-standard.com/article/companies/itc-robust-smoke-signals-from-non-cigarette-business-123031500967_1.html
106,2023-03-16 20:37:53.980711,"As PMLA tightens grip on crypto, here's how other nations regulate VDAs",https://www.business-standard.com/article/markets/as-pmla-tightens-grip-on-crypto-here-s-how-other-nations-regulate-vdas-123031500940_1.html
107,2023-03-21 03:19:00,Buy Oberoi Realty; target of Rs 1100: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-oberoi-realty-target-of-rs-1100-motilal-oswal-5-10285921.html
108,2023-03-21 03:11:00,Buy Phoenix Mills; target of Rs 1700: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-phoenix-mills-target-of-rs-1700-motilal-oswal-10285871.html
109,2023-03-21 02:51:00,Buy Thermax; target of Rs 2790: Sharekhan,https://www.moneycontrol.com/news/business/stocks/buy-thermax-target-of-rs-2790-sharekhan-4-10285721.html
110,2023-03-21 02:41:00,Granules India shares rise as arm concludes US FDA audit,https://www.moneycontrol.com/news/business/markets/granules-india-shares-rise-as-arm-concludes-us-fda-audit-10285461.html
111,2023-03-21 02:11:00,"CLSA commentary fires up Indraprastha Gas, Mahanagar Gas and Gujarat Gas shares",https://www.moneycontrol.com/news/business/markets/clsa-commentary-fires-up-indraprastha-gas-mahanagar-gas-and-gujarat-gas-shares-10285281.html
112,2023-03-21 01:50:00,"Hold Shree Cement; target of Rs 25,000: Emkay Global Financial",https://www.moneycontrol.com/news/business/stocks/hold-shree-cement-target-of-rs-25000-emkay-global-financial-10285351.html
113,2023-03-21 01:39:00,Commodities LIVE: Unseasonal rain damages crops in 20 districts; IMD issues orange alert in Delhi,https://www.moneycontrol.com/news/videos/business/markets/commodities-live-unseasonal-rain-damages-crops-in-20-districts-imd-issues-orange-alert-in-delhi-10284881.html
114,2023-03-21 01:25:00,Buy Can Fin Homes; target of Rs 700: Prabhudas Lilladher,https://www.moneycontrol.com/news/business/stocks/buy-can-fin-homes-target-of-rs-700-prabhudas-lilladher-3-10284231.html
115,2023-03-21 01:06:00,US banking crisis may slow down Indian IT growth with sharp drop in tech spend,https://www.moneycontrol.com/news/business/earnings/us-banking-crisis-may-slow-down-indian-it-growth-with-sharp-drop-in-tech-spend-10284841.html
116,2023-03-21 12:52:00,Indian banks' valuations look attractive despite global turmoil: Jefferies,https://www.moneycontrol.com/news/business/markets/indian-banks-valuations-look-attractive-despite-global-turmoil-jefferies-10284651.html
117,2023-03-21 12:02:00,"Asian Energy Services shares jumps 6% after firm acquires 50% interest in the oil & gas field at Indrora, Gujarat",https://www.moneycontrol.com/news/business/stocks/asian-energy-services-shares-jumps-6-after-firm-acquires-50-interest-in-the-oil-gas-field-at-indrora-gujarat-10284351.html
118,2023-03-21 11:57:00,L&T stock gains on bagging major orders for Hydrocarbon business,https://www.moneycontrol.com/news/business/markets/lt-stock-gains-on-bagging-major-orders-for-hydrocarbon-business-10284161.html
119,2023-03-21 11:53:00,Should you buy stocks when interest rates are rising? Here’s what Warren Buffett advises,https://www.moneycontrol.com/news/business/markets/should-you-buy-stocks-when-interest-rates-are-rising-heres-what-warren-buffett-advises-10284111.html
120,2023-03-21 12:54:00,Corporate Fixed Deposit: All you need to know,https://www.moneycontrol.com/news/business/markets/corporate-fixed-deposit-all-you-need-to-know-10278101.html
121,2023-03-21 11:37:00,"NTPC, JSW Energy and Indian Energy Exchange to benefit from peak power demand: Jefferies",https://www.moneycontrol.com/news/business/markets/ntpc-jsw-energy-and-indian-energy-exchange-to-benefit-from-peak-power-demand-jefferies-10283851.html
122,2023-03-21 11:36:00,UTI Asset Management shares surge 5% after PPFAS MF block deal,https://www.moneycontrol.com/news/business/markets/uti-asset-management-shares-surge-5-after-ppfas-mf-block-deal-10283821.html
123,2023-03-21 10:51:00,"Sunil Singhania, Madhu Kela bump up stake in this smallcap engineering company; stock gains",https://www.moneycontrol.com/news/business/stocks/sunil-singhania-madhu-kela-bump-up-stake-in-smallcap-engineering-company-stock-gains-10283371.html
124,2023-03-21 10:29:00,Shemaroo: Does DD Free Dish slot win make it attractive? ,https://www.moneycontrol.com/news/business/moneycontrol-research/shemaroo-does-dd-free-dish-slot-win-make-it-attractive-10283331.html
125,2023-03-21 10:03:00,Aditya Birla Capital: Strong business growth and improving profitability,https://www.moneycontrol.com/news/business/moneycontrol-research/aditya-birla-capital-strong-business-growth-and-improving-profitability-10283091.html
