,Time,Title,Description,Body
10,2023-03-02 07:43:00,"Mukesh Ambani to foray into genome testing with Rs 12,000 kit","The genome test, which is about 86% cheaper than other offerings available locally, can reveal a person’s predisposition to cancers, cardiac and neuro-degenerative ailments as well as identify inherited genetic disorders, he said. ","Billionaire Mukesh Ambani’s group is getting into genetic mapping, looking to make a health care trend led by disruptive US startups like 23andMe more affordable and widespread in India’s growing consumer market. The energy-to-ecommerce conglomerate will roll out within weeks a comprehensive 12,000-rupee ($145) genome sequencing test, according to Ramesh Hariharan, chief executive officer of Strand Life Sciences Pvt., which has developed the product. Reliance Industries Ltd., led by Asia’s richest person, acquired the Bengaluru-based firm in 2021 and now owns about 80% of it. The genome test, which is about 86% cheaper than other offerings available locally, can reveal a person’s predisposition to cancers, cardiac and neuro-degenerative ailments as well as identify inherited genetic disorders, he said. The project to bring affordable personal gene-mapping to India’s 1.4 billion people — on track to be the world’s most populous nation — will potentially create a treasure trove of biological data that can aid drug development and disease prevention in the region. It also dovetails with Ambani’s ambitions to dive further into the world of data — he has often called it the “new oil” — as he pivots his $192 billion empire beyond refining into consumer and digital services. “It’ll be the cheapest such genomic profile in the world,” Hariharan said, who also co-founded Strand Life Sciences. “We’re going out at an aggressive price point to drive adoption as it gives us a chance to build a viable business in preventive health care.” Health Red Flags While ancestry reports from 23andMe can be bought for $99, its health plus ancestry reports cost $199. Full genome sequencing for health red flags costs more than $1,000 from Indian rivals, MapmyGenome and Medgenome. Cheapest offerings from some Chinese firms come for as low as 599 yuan ($87) but may not map the entire gamut of diseases that Reliance-owned Strand aims to detect. A representative for Reliance Industries did not respond to an emailed request for comments. Price disruption comes naturally to Ambani, who deployed a similar cut-throat strategy after it entered retail in 2006 and telecommunications in 2016, blowing out competition until Reliance emerged the market leader in both sectors. The global genetic testing market was valued at $12.7 billion in 2019 and is expected to touch $21.3 billion by 2027, according to a report from Allied Market Research. The new genome testing service “will ideally lead to creation of a big pool of data which will help development of targeted treatment and early intervention,” said Vishal Manchanda, senior vice president at Systematix Institutional Equities, when told about Reliance’s new product. But low prices alone may not be enough to lure people in a market like India where awareness of such services and their benefits are relatively untested. Though cheaper than global rivals, Reliance’s $145 price tag is still a lot for the average consumer in India, where nearly two-thirds of the population lives on less than $2 a day. Aggressively Marketed Reliance’s digital services and its recent e-commerce acquisitions can be deployed to push its genome testing product, which just needs blood samples that can be collected at home. Currently being piloted by a small number of early testers, it will be aggressively marketed by Reliance in the coming weeks on its MyJio app, with an outreach of 425 million wireless subscribers of Reliance Jio Infocomm Ltd., health app JioHealthHub and the recently acquired e-pharmacy, Netmeds, Hariharan said. While a lot of consumer interest in the US has been around tracking ancestry or characteristics as such as athletic abilities, hair texture and propensity toward obesity — tests labeled ‘recreational genetics’ — the longer-term business model of these services centers around preventative health care. Genetic Link With more genomic data, global drugmakers could potentially develop new drugs as well as gain insight into how to better target existing therapies. This could be particularly useful in genetically under-mapped India, for example in helping prove a genetic link to certain over-represented diseases in the country. Still, these ambitions have yet to come to fruition anywhere, and early movers like 23andMe are now facing regulatory pressure: the US Food and Drug Administration barred from the company from making any health-related claims in 2013 and put it through a two-year review process. In 2015, the regulator allowed 23AndMe to offer health-related testing. While Strand said it will incorporate latest scientific research in interpreting the test results, India has still not set regulatory standards for genetic tests. Also, it will be the company’s first product in an inherently fast-changing and complicated scientific field. Hariharan said the new genome testing being rolled out by the Reliance group will “set the standards” for India. “We will offer responsible consumer genomics by staying close to the science.” Disclaimer: Moneycontrol is a part of the Network18 group. Network18 is controlled by Independent Media Trust, of which Reliance Industries is the sole beneficiary."
11,2023-03-02 11:02:00,PVR and INOX plan to invest Rs 500 crore to launch more screens during FY24,"The merged entity of PVR and INOX, which currently boasts a combined total of 1,650 screens, is planning to expand further by adding more properties in markets where there are currently no organized multiplexes, particularly in southern India.","PVR and INOX, the merged entity, have announced plans to invest around Rs 500 crore in expanding their screen portfolio by adding 175 screens in the next financial year, according to Sanjeev Kumar Bijli, Executive Director of PVR Limited. He stated that they aim to add 150-175 screens annually for the next three years, with a focus on both Tier I and Tier II/III cities. While 40 percent of the new screens will be located in Tier I cities, there are numerous opportunities to establish organized multiplexes in areas such as Hubli and Machilipatnam in southern India, where there are currently none. Bijli said that the next set of screen additions are coming from the INOX stable with 14 screen launches in Pune and Bengaluru each, and another 12 screens in Bengaluru. ""These are the 3-4 big superplexes planned in the coming year,"" he added. After the merger, PVR INOX launched first property in Lucknow's Lulu Mall which is an 11-screen superplex. The company invested Rs 40 crore in the new property. ""We have three operating sites with them (Lulu Group) in Kochi, Thiruvananthapuram and Lucknow. We are hoping to continue this partnership. Lot of developments are being discussed but nothing concrete yet,"" said Bijli. Along with screen expansion, the merged entity expects uptick in ad revenues. ""As a merged entity seeing more interest from advertisers. The merged entity will have a combined footfall of almost 180 million people a year across the chain and this number will be visible to brands and advertisers,"" the Executive Director said. He added that while the how much the merged entity can attract footfalls is yet to be assessed, he is confident about the industry at large. ""There's been dip in footfalls but we were open only for 11 months and had a clear run only since February last year. And footfalls are only 20-25 percent lower versus pre-Covid level. Yet we have big green shoots like Pathaan, Brahmastra, PS-I, RRR."" He said that things are recalibrating. ""Hollywood studios have already recalibrated their strategy. Two tears back Disney had decided to put six movies directly on streaming but that did not turn out profitable and then they decided to bring all films on theatrical. It was the same with Warner Bros, Paramount. There was a time when they did not have an option but now people are saying that this is one revenue stream we cannot ignore."" Bijli said that both footfalls and advertising revenue will go back to pre-Covid levels in FY24. ""Since November with Drishyam 2 to Avatar 2 in December and Pathaan in January, every month there has been a big film which has done exceedingly well. The appetite of watching movies is there. There is some tweaking of content needed from film industry's side."""
12,2023-03-01 05:58:00,Chegg CEO Dan Rosensweig joins upGrad’s Board of Directors,"Rosensweig has led Chegg in its journey as a leading, student-first connected learning platform and his powerful expertise and global outlook will bring immense value to upGrad's table.","Dan Rosensweig, President and CEO of Chegg, is joining Asia’s Edtech stalwart upGrad’s Board of Directors as an Independent Non-Executive Director. “I am excited to be joining upGrad’s Board of Directors as there has never been a better time to provide accessible and flexible higher education and skills training to learners around the world. By working in partnership with key universities and major technology enterprises, particularly in India, upGrad can help transform the workplace of tomorrow,” said Rosensweig. In almost eight years of existence, upGrad has evolved into Asia’s largest integrated learning, skilling, workforce development and placement company, based on a stackable learning ecosystem that offers immersive online and blended courses. Currently, upGrad boasts more than 7 million learners across over 100 countries. Also Read: UpGrad pumps in Rs 30 crore in TurningMinds to roll out EdTech products Rosensweig has led Chegg in its journey as a leading, student-first connected learning platform and his powerful expertise and global outlook will bring immense value to upGrad's table. To that end, Ronnie Screwvala, Co-founder & Chairperson, upGrad, said, “The US and India along with Asia are the two largest markets for Skilling & Learning Development and Dan brings with him a powerful global overview of this sector which in turn, shall continue to cement our corporate governance as we march ahead in our mission of disrupting the future of jobs and careers of tomorrow.” Interestingly, Rosensweig is also a Board member of Adobe and wears the hat of a senior advisor to TPG Growth Ventures & Kleiner Perkins."
13,2023-03-01 03:00:00,Alembic Pharma gets USFDA nod to market generic cancer drug,"The company has received approval from the US Food & Drug Administration (USFDA) to market Docetaxel Injection in multiple dose vials, the drug maker said in a statement.","Alembic Pharmaceuticals on Wednesday said it has received approval from the US health regulator to market a generic breast cancer drug. The company has received approval from the US Food & Drug Administration (USFDA) to market Docetaxel Injection in multiple dose vials, the drug maker said in a statement. The company's approved product is therapeutically equivalent to Hospira Inc's drug. Docetaxel Injections are indicated for breast cancer, non-small cell lung cancer, castration-resistant prostate cancer, gastric adenocarcinoma and squamous cell carcinoma of head and neck. According to IQVIA data, Docetaxel injection has an estimated market size of USD 11 million in the US market. Shares of the company were trading 0.72 per cent down at Rs 506.40 apiece on the BSE."
14,2023-03-01 02:52:00,"Kia India sales up 36% in February at 24,600 units","The company had sold 18,121 units in the year-ago period.","Automaker Kia India on Wednesday reported a 36 per cent year-on-year increase in domestic wholesales at 24,600 units in February. The company had sold 18,121 units in the year-ago period. ""With continued support from our esteemed customers, Kia has recorded another successful sales run in the month of February,"" Kia India National Head Sales & Marketing Hardeep Singh Brar said in a statement. Achieving 35.8 per cent growth against the industry's growth of 10 per cent shows the love and confidence the Indian consumers have for the brand, he added."
15,2023-03-01 02:49:00,Adani Group tells bondholders credit line from sovereign wealth fund could be upsized  to $5 billion: Sources,"The credit line from the sovereign wealth fund could be upsized to $5 billion, said the two sources, citing a memo that was circulated to participants as highlights of a three-day investor roadshow ending on Wednesday.","India's Adani Group has told creditors it has secured $3 billion loan from a sovereign wealth fund, two sources with knowledge of the matter said, as the embattled conglomerate seeks to ease concerns about its credit profile after a short-seller attack. The credit line from the sovereign wealth fund could be upsized to $5 billion, said the two sources, citing a memo that was circulated to participants as highlights of a three-day investor roadshow ending on Wednesday. The identity of the sovereign wealth fund was not disclosed in the memo. The sources declined to be identified as they were not authorised to speak with media. A spokesperson for Adani did not immediately respond to a Reuters request for comment. The news of a fresh fundraising plan comes a day after Adani management told bondholders that it expected to prepay or repay share-backed loans worth $690 million to $790 million by end-March. The plans are being unveiled as the group holds a fixed-income roadshow this week in Singapore and Hong Kong to shore up investor confidence amid steep share price falls and a regulatory probe. Seven listed Adani Group companies have lost more than $140 billion in market value since a Jan. 24 report by Hindenburg Research alleged stock manipulation and improper use of tax havens, and flagged concerns over debt levels. Adani has rejected the allegations and denied any wrongdoing."
16,2023-03-01 04:41:00,"Embassy group, Columbia Pacific Communities to invest Rs 165 crore to develop homes for elderly","While Columbia Pacific Group plans to launch 4-5 projects every year across India for a total investment of about Rs 1,000 crore, the Embassy Group is looking forward to launching five projects in southern India.","US-based Columbia Pacific Communities (CPC) and real-estate developer Embassy Group have announced the launch of Serene Amara, a senior living project in southern Bengaluru for a combined investment of Rs 165 crore. The project is spread across an area of 2.44 acres. It will house 239 apartments inside Embassy Spring township, which is approximately 288 acres. The 1 BHK, 2 BHK, and 3 BHK units are priced between Rs 60 lakh and Rs 1.48 crore. Mohit Nirula, CEO, Columbia Pacific Communities, said that the maintenance charges for each family will be about Rs 12,500 per month. The launch is scheduled for December 2026 and was announced at a press conference, led by Mohit Nirula, CEO, Columbia Pacific Communities, and Aditya Virwani, Chief Operating Officer, Embassy Group. ""We wanted a specialist partner who would provide an enriching experience for our seniors. In CPC, we found the ideal collaborator. Embassy Group’s brand promise has been to deliver high-quality, future-first, and enhanced living spaces to all age groups -- from co-living for millennials to branded and luxury homes, and now we foray into senior living,"" commented Aditya Virwani COO, Embassy Group. While this is CPC's 11th project, the Embassy Group is foraying into the senior living segment for the first time. ""With the Embassy Group, we are confident that this community will not only provide a healthy and comfortable space for senior residents but will also help them lead a blissful life,"" Nirula, CEO, Columbia Pacific Communities, added. Additional asset class, rentals Speaking at the event, Virwani said the senior living market, after COVID, has turned into a profitable venture. ""Senior living in India holds a 1 percent market share of the total real estate. In the US, we have a market share of 15 percent and 6-7 percent in Australia. Looking at the land bank we hold, we have a large share in integrated townships, including offices and residential spaces, and we see senior living as an additional asset class,"" he added. According to data from property consultants ANAROCK, as of 2021-end, there were as many as 57 senior living projects (developed or ongoing) across the country by the top 12 players, while the number of seniors has been exponentially increasing in India every year. Virwani said the mismatch in the senior living market today is attracting Embassy Group to foray into the sector. Nirula said that in the joint development for Serene Amara, the Embassy Group will be responsible for the development while CPC will focus on technology-driven services to seniors. He clarified that rentals will be only available for people who will own a property in Amara, opening doors to investment opportunities. ""We have just welcomed the first residents at The Virtuoso - The Columbia Pacific, a premium senior living project in Bengaluru. The appreciation in real- estate values from the time of launch till today is close to 50 percent,"" Nirula said. Virwani told Moneycontrol that the Embassy Group is mulling Phase 2 of Serene Amara -- a more premium senior living space in the luxury segment. ""We plan for more projects in southern India, especially in Bengaluru. On a short-term basis, we are looking at five such projects across the country and we hope the 1 percent market share will grow,"" he added. Nirula said, for CPC, the company plans to add 4-5 projects every year with a total investment of about Rs 800-1,000 crore in cities where the company is functional."
17,2023-03-01 02:22:00,De Havilland Sseks to dominate Indian demand for small planes,"The company is expecting India to have as many as 120 small aircraft that seat less than 20 passengers in the next 10 years, Yogesh Garg, the manufacturer’s Asia Pacific sales director, said in an interview in New Delhi on Tuesday on the sidelines of the Airline Economics Growth Frontiers India conference. ","De Havilland Aircraft of Canada Ltd., a leading manufacturer of turboprop planes, is aiming to win 80% of India’s small-plane market as the country seeks to bolster connectivity in far-flung corners and over rugged terrain. The company is expecting India to have as many as 120 small aircraft that seat less than 20 passengers in the next 10 years, Yogesh Garg, the manufacturer’s Asia Pacific sales director, said in an interview in New Delhi on Tuesday on the sidelines of the Airline Economics Growth Frontiers India conference. Small planes are key for India, the world’s fastest-growing aviation market, to connect tiny towns, hilly areas and islands that have a budding population of first-time flyers. Airbus SE estimates India will need 2,210 aircraft by 2040, with most of them being smaller jets. De Havilland will face competition from the 19-seater Dornier 228 aircraft. The Hindustan Aeronautics Ltd. made-in-India plane is used by the armed forces, while Alliance Air has one. Another rival is Textron Aviation Inc., with regional carrier IndiaOne Air using its nine-seater Cessna Grand Caravan EX. Better access to regional travel could help revive tourism and air traffic in India after the pandemic gutted travel. The government has allocated 45 billion rupees ($544 million) under a regional connectivity program to develop 100 inadequately served airports, heliports and water aerodromes, in addition to opening 1,000 new routes by next year. It is also giving subsidies to airlines to offer passengers cheaper fares on regional routes. Budget carrier SpiceJet Ltd. is in discussions with De Havilland for five Twin Otter seaplanes, typically found in the Maldives shuttling tourists to resorts. SpiceJet could deploy the seaplanes, carrying 19 passengers, to reach remote parts of the country lacking runways and ground transport like Andaman and Nicobar Islands, Garg said. SpiceJet, De Havilland’s top customer in India, currently operates 32 Dash-8 Q400 turboprop planes, which seat between 78 and 90 people, he said. IndiGo, India’s biggest airline, has a fleet of 78 ATR small planes, a joint venture between Airbus SE and Leonardo SpA of Italy. A spokesperson for SpiceJet didn’t respond to a  request for comment. Regional carriers are also expanding their fleet of small planes. FlyBig has placed an order for 10 Twin Otter aircraft, with the first two potentially being delivered by April, Garg said. Gujarat’s aviation infrastructure agency could add amphibious Twin Otters by the end of this year for routes such as the Sabarmati riverfront to the Rann of Kuchchh, a salt marsh popular among tourists in the western Indian state."
18,2023-03-01 02:18:00,"Singapore fund seeks $125 million for stoves in India, Kenya","The Improved Cook Stoves Carbon Fund will be managed by Singapore’s Impact Capital Asset Management, which has partnered with EKI Energy Services Ltd. ","A Singapore-based money manager plans to raise as much as $125 million to supply energy efficient stoves to families in India and Africa, and will generate returns for investors by selling carbon credits. The Improved Cook Stoves Carbon Fund will be managed by Singapore’s Impact Capital Asset Management, which has partnered with EKI Energy Services Ltd. The Indore, India-based EKI will invest $25 million in the fund and will also make the stoves, according to ICAM Chief Investment officer Deepak Mawandia. “There is a huge opportunity for a meaningful impact in India because if you look at the numbers, it’s mind-boggling,” he said in an interview. “In Africa, the impact on society is much larger, because in some of the areas that we are going and some of the things that we are doing, you see a lot more difference.” The fund is betting the demand for carbon credits, which McKinsey & Co. forecasts may reach $50 billion by 2030, will help it generate returns for investors as polluting companies seek to balance their emissions with offsets generated by CO2-mitigating strategies. The proceeds will help the fund supply 3 million of the cookers in India, as well as Kenya and Ghana within about two years, Mawandia said. The stoves will still burn wood that’s currently being used by families — thereby increasing uptake — but will provide better combustion, allowing households to use 50% less fuel and reduce toxic smoke by as much as 40%, according to ICAM. Each stove helps reduce greenhouse gas emissions by as much as five tons per year and the project will generate as much as 3 million carbon credits annually over five years for each $25 million disbursement, the fund said. “In the case of cook stoves, most clean alternatives are more expensive than traditional cookstoves,” said Kyle Harrison, an analyst with Bloomberg New Energy Finance. “But offsets can bridge the gap in costs to allow rapid deployment. We forecast carbon offset supply from clean cookstoves could reach 542 million tons of carbon dioxide equivalent in 2050.” Most Vulnerable ICAM will deploy the stoves in phases. During each tranche, as many as 750,000 will be distributed free to people living in rural areas, specifically targeting those who use traditional methods of cooking, typically three-stone stoves which use coal, cowdung and, firewood as fuel. “It’s an energy efficient project with a huge climate impact, and indirectly it has an impact on education, economic welfare, health, hygiene,” Mawandia said. “We believe that a well constructed clean-cooking program is perhaps one of the most impactful projects in the climate change space.” The first beneficiaries will be in India, the world’s third-largest emitter of greenhouse gases by volume in 2022. That will be followed by Kenya and Ghana in Africa, the continent that’s most vulnerable to climate change, despite having contributed the least to global warming and having the lowest emissions. While EKI is the fund’s first partner, it’s also seeking to entice family offices in Singapore, as well as hedge funds, and European impact investors, Mawandia said."
19,2023-03-02 06:22:00,Akasa Air plans three-digit order for aircraft fleet to fly overseas by year-end,"The company's founder and Chief Executive Officer, Vinay Dube said it plans to go international by the year-end and intends to set up a learning academy in Bengaluru.","Akasa Air is going to place an order for a fleet of aircraft which will be in three digits by the year-end, the company has said. Founder and Chief Executive Officer Vinay Dube said the airline plans to fly international by the year-end and intends to set up a learning academy in Bengaluru. He also said Akasa has already ordered a fleet of 72 aircraft of which 18 have been delivered. ""By the end of the year we will place a large order for aircraft. I'm not going to disclose the number but the order will be in three digits and it will be significant,"" Dube said in a press conference here. In the next one year, Akasa is going to hire 300 pilots, Dube said, adding that the company is also going to open a learning centre in Bengaluru. According to him, Akasa Air will need at least 3,500 pilots in the next one decade. The company completed six months of its operations to become the fastest growing airlines in the country, it said in a statement. With 36 daily flights from Bengaluru, Akasa Air is the third largest domestic carrier in the city, it noted."
20,2023-03-01 01:57:00,"Citroen India to commence vehicle export from Kamarajar Port to ASEAN, African markets from this month","Citroen, which is a part of the Stellantis group, further said that it has inked an initial pact with Kamarajar Port for shipping out the vehicles to the overseas market, the company said in a statement.","Automaker Citroen India on Wednesday said it will commence exports of its vehicles from Kamarajar Port in Tamil Nadu to ASEAN and African markets from this month. Citroen, which is a part of the Stellantis group, further said that it has inked an initial pact with Kamarajar Port for shipping out the vehicles to the overseas market, the company said in a statement. Stellantis Group was formed by the merger of two global auto majors -- FCA and Grope PSA. PAIPL, the Indian affiliate of Citroen India, will be exporting the Made-In-India 'New C3' B-hatch vehicles to countries in ASEAN (Association of Southeast Asian Nations) and Africa. The exports of vehicles will commence this month as completely-built units, the company said in the statement. ""In 2019, we started exporting powertrains from our Hosur facility and with the commencement of the New C3 exports as a CBU this year we are marking a key milestone in our India journey,"" said Roland Bouchara, CEO and MD, Stellantis India. The Port has entered into an agreement with PCA Automobiles to offer its services for export of Citroen brand vehicles to countries in ASEAN  and Africa, said Sunil Paliwal, Chairman and managing Director of Kamarajar Port Limited. ""Associating with PCA Automobiles will help us augment our export operations. We hope to make this collaboration a success and contribute to India's economy,"" he said. According to Guy Lederer, head of  supply chain and logistics for India, Asia Pacific at Stellantis, ""Kamarajar Port meets all of Citroën's requirements to export vehicles from India as part of its  internationalization strategy. The facility will be used to export made-in-India Citroën vehicles from the smart car platform to the world."
21,2023-03-01 01:40:00,"Maruti Suzuki sales up 5% in February at 1,72,321 units","Domestic wholesales rose 11 per cent to 1,55,114 units as compared with 1,40,035 units in February last year, the automaker said in a regulatory filing.","Maruti Suzuki India on Wednesday said its total wholesales increased 5 per cent to 1,72,321 units in February. The country's largest carmaker had dispatched 1,64,056 units to its dealers in February 2022. Domestic wholesales rose 11 per cent to 1,55,114 units as compared with 1,40,035 units in February last year, the automaker said in a regulatory filing. Total exports last month however dropped 28 per cent to 17,207 units from 24,021 units in February 2022."
22,2023-03-01 01:32:00,Hinduja Global Solutions completes acquisition of TekLink International for $58.8 million,"HGS is a provider of solutions in digital consumer experience (CX), business process management and digital media services.","Hinduja Global Solutions (HGS) on Wednesday said it has completed the acquisition of 100 per cent stake in TekLink International for USD 58.8 million, subject to earnouts and other agreed adjustments. HGS is a provider of solutions in digital consumer experience (CX), business process management and digital media services. TekLink International Inc, on the other hand, is a full-service financial planning and analytics service provider to over 60 clients across multiple industries, including consumer products, retail, pharmaceuticals, manufacturing and distribution, utilities, and high tech. In a release, HGS said it has completed the acquisition of 100 per cent stake in TekLink ""for USD 58.8 million, subject to earnouts and other customary and agreed adjustments"". Headquartered in the US, TekLink has presence in Europe and delivery centers in Hyderabad and Indore in India. ""The acquisition will strengthen HGS' digital solutions business by adding enhanced expertise in building data platforms, analytics, and financial planning,"" the release said. It will also add complementary digital workforce bench strength, with 275 technology and implementation professionals joining HGS as part of the deal. HGS' digital solutions business employs over 750 core technology and digital marketing experts, primarily across the US and India, who are transforming CX for brands, the release added."
23,2023-03-01 01:27:00,S&P affirms BBB- issue rating on Adani International Container,The stable outlook reflects that AICTPL will maintain predictable cash flow with fully market-based pricing and volume over the next 12-24 months.,"S&P Global Ratings has affirmed 'BBB-' issue rating on Adani International Container Terminal Pte Ltd (AICTPL ) and said the outlook is stable. The stable outlook reflects that AICTPL will maintain predictable cash flow with fully market-based pricing and volume over the next 12-24 months. AICTPL is a 50-50 joint venture between Adani Ports and Special Economic Zone Ltd and Terminal Investment Ltd (TIL). It works as a container terminal operator based in Mundra, Gujarat. It is at a prime location with favourable water depth compared with other nearby ports, besides broad rail and road connectivity to India's industrial hinterland. ""We affirmed our issue rating on AICTPL because we believe our revised criteria for project finance transactions does not impact our assessment of the project's creditworthiness,"" S&P Global Ratings said in a statement. Issuers and debt issues that receive a rating of 'BBB-' or above are generally considered by regulators and market participants to be 'investment-grade', according to S&P Global Ratings. S&P further said that it believes an upgrade is unlikely over the next 12-24 months, because the rating on AICTPL is constrained by its sovereign rating on India. ""In addition, we do not expect the SACP (standalone credit profile) to improve, given the overall financial metrics are constrained by the large balloon payment,"" it said."
24,2023-03-01 12:37:00,I-T department has not seized anything incriminating in 7-day raid: Uflex,"The company in a regulatory filing has also ""vehemently"" denied media reports alleging bogus transactions undertaken by it, seizure of evidence, irregularities running in thousands of crores and huge unaccounted income.","Packaging solutions provider Uflex on Wednesday claimed that the Income Tax Department has ""not seized anything incriminating"" from the company in the raid conducted for seven consecutive days. The company in a regulatory filing has also ""vehemently"" denied media reports alleging bogus transactions undertaken by it, seizure of evidence, irregularities running in thousands of crores and huge unaccounted income. ""We hereby state that pursuant to the searches carried on by the Income Tax dept w.r.t Uflex...from Feb 21 to Feb 27,  2023, all stocks of raw materials, finished goods, work in process and other assets were found to be duly recorded and all books of accounts were found to be in order,"" it said. Uflex further said : ""The search team has not seized anything incriminating. The company adheres to good business practices."" The I-T department is yet to come up with a statement over the seizure during the raids on Uflex offices. On the media reports, Uflex said it can be best described as ""frivolous and baseless"". ""It is relevant to add that even in the similar search carried out in the year 2014, media had gone on record to state huge discovery of huge unaccounted income at Uflex Limited, which was absolutely untrue and in the final reassessment by the I-T dept, nothing of such sort was found,"" it said. Uflex further said it shall keep the public, investors and the authorities updated in the matter, as per the applicable provisions of SEBI. The I-T Department had on February 21 launched searches at multiple premises of the company across various states, including the Uflex head office in Noida, as part of a tax evasion investigation. Official sources said the raids have now ended and the taxmen have recovered a number of financial documents and digital hardware from the searched locations. Uflex is India's largest flexible packaging materials and solutions company and a leading global polymer sciences corporation. Founded in 1985, the company has a presence in multiple verticals of the packaging value chain - packaging films, chemicals, aseptic liquid packaging, holography, flexible packaging, printing cylinders and engineering."
